physician_id,segment,specialty,region,formulary_tier,adoption_status,adoption_rate_pct,adopted_therapy,patient_panel_size,adopted_patients_est,untapped_patients_est,rep_visit_frequency_q,rep_coverage_band,digital_engagement_score,engagement_band,peer_influence_score,competitor_loyalty_score,patient_oop_cost_estimate,cost_band,pct_medicare_patients,years_in_practice,tenure_band
PHY100678,Access-Constrained,Cardiology,South,2 - Standard,Not adopted,5.0,0,130.0,6.0,124.0,2,Medium (2-3/qtr),82.7,High,31.6,100.0,85.0,Medium ($50-100),33.2,8.0,Mid (6-15 yrs)
PHY100679,"White Space (High Potential, Under-Engaged)",Endocrinology,South,1 - Preferred (low copay),Not adopted,36.4,0,176.0,64.0,112.0,4,High (4+/qtr),67.7,High,61.5,38.7,41.0,Low ($0-50),35.5,12.0,Mid (6-15 yrs)
PHY100680,Access-Constrained,Cardiology,Midwest,3 - Restricted (high copay),Not adopted,3.0,0,256.0,8.0,248.0,1,Low (0-1/qtr),50.8,Medium,47.7,31.9,105.0,High ($100+),17.3,23.0,Senior (16+ yrs)
PHY100681,Access-Constrained,Cardiology,Northeast,2 - Standard,Not adopted,10.3,0,173.0,18.0,155.0,1,Low (0-1/qtr),54.6,Medium,31.1,29.5,107.0,High ($100+),36.7,8.0,Mid (6-15 yrs)
PHY100682,Advocates (High Adopters),Cardiology,South,2 - Standard,Not adopted,7.0,0,127.0,9.0,118.0,4,High (4+/qtr),33.4,Medium,57.7,45.8,65.0,Medium ($50-100),42.4,4.0,Early (0-5 yrs)
PHY100683,Advocates (High Adopters),Primary Care,Northeast,1 - Preferred (low copay),Not adopted,15.1,0,150.0,23.0,127.0,5,High (4+/qtr),18.1,Low,48.7,15.6,60.0,Medium ($50-100),65.8,21.0,Senior (16+ yrs)
PHY100684,"White Space (High Potential, Under-Engaged)",Primary Care,South,1 - Preferred (low copay),Not adopted,4.5,0,192.0,9.0,183.0,2,Medium (2-3/qtr),25.2,Low,37.4,55.9,78.0,Medium ($50-100),39.3,17.0,Senior (16+ yrs)
PHY100685,"White Space (High Potential, Under-Engaged)",Endocrinology,Northeast,2 - Standard,Not adopted,9.9,0,158.0,16.0,142.0,1,Low (0-1/qtr),51.1,Medium,50.8,11.9,64.0,Medium ($50-100),5.0,10.0,Mid (6-15 yrs)
PHY100686,"White Space (High Potential, Under-Engaged)",Primary Care,West,1 - Preferred (low copay),Not adopted,4.7,0,209.0,10.0,199.0,3,Medium (2-3/qtr),43.6,Medium,47.4,53.2,87.0,Medium ($50-100),36.6,3.0,Early (0-5 yrs)
PHY100687,Advocates (High Adopters),Internal Medicine,South,1 - Preferred (low copay),Not adopted,7.6,0,211.0,16.0,195.0,5,High (4+/qtr),17.7,Low,46.9,23.0,62.0,Medium ($50-100),79.1,9.0,Mid (6-15 yrs)
PHY100688,Access-Constrained,Primary Care,West,3 - Restricted (high copay),Not adopted,2.4,0,233.0,6.0,227.0,2,Medium (2-3/qtr),49.2,Medium,41.7,42.4,106.0,High ($100+),51.0,14.0,Mid (6-15 yrs)
PHY100689,"White Space (High Potential, Under-Engaged)",Primary Care,South,1 - Preferred (low copay),Not adopted,4.7,0,265.0,12.0,253.0,3,Medium (2-3/qtr),43.0,Medium,23.9,62.1,10.0,Low ($0-50),25.8,22.0,Senior (16+ yrs)
PHY100690,Advocates (High Adopters),Endocrinology,Northeast,1 - Preferred (low copay),Not adopted,5.1,0,240.0,12.0,228.0,5,High (4+/qtr),24.2,Low,51.5,96.1,51.0,Medium ($50-100),46.9,7.0,Mid (6-15 yrs)
PHY100691,"White Space (High Potential, Under-Engaged)",Internal Medicine,West,1 - Preferred (low copay),Not adopted,4.0,0,124.0,5.0,119.0,1,Low (0-1/qtr),41.9,Medium,33.9,28.4,69.0,Medium ($50-100),26.9,13.0,Mid (6-15 yrs)
PHY100692,Access-Constrained,Endocrinology,South,2 - Standard,Not adopted,11.5,0,126.0,14.0,112.0,2,Medium (2-3/qtr),42.9,Medium,29.6,47.0,129.0,High ($100+),17.7,19.0,Senior (16+ yrs)
PHY100693,Access-Constrained,Endocrinology,West,2 - Standard,Not adopted,5.6,0,175.0,10.0,165.0,0,Low (0-1/qtr),36.4,Medium,45.2,35.5,99.0,Medium ($50-100),32.8,1.0,Early (0-5 yrs)
PHY100694,Access-Constrained,Internal Medicine,Midwest,3 - Restricted (high copay),Not adopted,7.3,0,153.0,11.0,142.0,3,Medium (2-3/qtr),70.4,High,64.7,32.6,138.0,High ($100+),39.4,21.0,Senior (16+ yrs)
PHY100695,Advocates (High Adopters),Primary Care,South,1 - Preferred (low copay),Not adopted,8.4,0,112.0,9.0,103.0,3,Medium (2-3/qtr),8.1,Low,53.7,35.7,30.0,Low ($0-50),9.9,6.0,Mid (6-15 yrs)
PHY100696,Advocates (High Adopters),Primary Care,West,1 - Preferred (low copay),Not adopted,3.0,0,153.0,5.0,148.0,7,High (4+/qtr),6.3,Low,39.4,66.5,57.0,Medium ($50-100),20.8,16.0,Senior (16+ yrs)
PHY100697,Access-Constrained,Primary Care,South,2 - Standard,Not adopted,11.2,0,152.0,17.0,135.0,4,High (4+/qtr),50.1,Medium,38.6,40.2,116.0,High ($100+),38.2,16.0,Senior (16+ yrs)
PHY100698,Advocates (High Adopters),Primary Care,Midwest,2 - Standard,Not adopted,2.4,0,140.0,3.0,137.0,7,High (4+/qtr),52.1,Medium,62.7,95.0,63.0,Medium ($50-100),31.9,22.0,Senior (16+ yrs)
PHY100699,Access-Constrained,Endocrinology,South,2 - Standard,Not adopted,4.6,0,161.0,7.0,154.0,5,High (4+/qtr),58.9,Medium,2.1,58.3,109.0,High ($100+),43.9,18.0,Senior (16+ yrs)
PHY100700,Access-Constrained,Endocrinology,South,3 - Restricted (high copay),Not adopted,3.2,0,251.0,8.0,243.0,4,High (4+/qtr),38.1,Medium,65.9,29.8,128.0,High ($100+),19.8,1.0,Early (0-5 yrs)
PHY100701,Access-Constrained,Endocrinology,West,2 - Standard,Not adopted,2.3,0,192.0,4.0,188.0,3,Medium (2-3/qtr),29.8,Low,12.5,42.7,92.0,Medium ($50-100),48.7,9.0,Mid (6-15 yrs)
PHY100702,Access-Constrained,Cardiology,Midwest,2 - Standard,Not adopted,5.7,0,328.0,19.0,309.0,2,Medium (2-3/qtr),49.8,Medium,21.7,34.0,77.0,Medium ($50-100),20.2,15.0,Mid (6-15 yrs)
PHY100703,Access-Constrained,Internal Medicine,Midwest,3 - Restricted (high copay),Not adopted,0.6,0,190.0,1.0,189.0,2,Medium (2-3/qtr),40.3,Medium,39.7,66.0,85.0,Medium ($50-100),62.6,13.0,Mid (6-15 yrs)
PHY100704,Advocates (High Adopters),Endocrinology,West,1 - Preferred (low copay),Adopted,73.8,1,163.0,120.0,43.0,5,High (4+/qtr),84.1,High,93.4,17.2,104.0,High ($100+),12.3,17.0,Senior (16+ yrs)
PHY100705,Access-Constrained,Primary Care,South,3 - Restricted (high copay),Not adopted,1.2,0,180.0,2.0,178.0,0,Low (0-1/qtr),42.9,Medium,83.5,23.2,126.0,High ($100+),21.6,20.0,Senior (16+ yrs)
PHY100706,Advocates (High Adopters),Primary Care,South,2 - Standard,Not adopted,6.6,0,195.0,13.0,182.0,4,High (4+/qtr),48.8,Medium,64.1,38.2,94.0,Medium ($50-100),44.3,18.0,Senior (16+ yrs)
PHY100707,Access-Constrained,Primary Care,Midwest,2 - Standard,Adopted,12.9,1,206.0,27.0,179.0,4,High (4+/qtr),100.0,High,57.1,63.7,75.0,Medium ($50-100),63.0,13.0,Mid (6-15 yrs)
PHY100708,Access-Constrained,Primary Care,Northeast,3 - Restricted (high copay),Not adopted,0.2,0,305.0,1.0,304.0,1,Low (0-1/qtr),45.7,Medium,12.8,74.7,111.0,High ($100+),42.7,1.0,Early (0-5 yrs)
PHY100709,Access-Constrained,Primary Care,South,2 - Standard,Not adopted,8.3,0,129.0,11.0,118.0,3,Medium (2-3/qtr),62.2,Medium,53.1,77.6,89.0,Medium ($50-100),46.4,11.0,Mid (6-15 yrs)
PHY100710,Access-Constrained,Internal Medicine,Northeast,2 - Standard,Not adopted,2.5,0,232.0,6.0,226.0,1,Low (0-1/qtr),64.2,Medium,39.0,60.6,95.0,Medium ($50-100),38.3,17.0,Senior (16+ yrs)
PHY100711,Advocates (High Adopters),Primary Care,Northeast,1 - Preferred (low copay),Not adopted,8.4,0,192.0,16.0,176.0,4,High (4+/qtr),66.1,High,33.7,48.3,78.0,Medium ($50-100),22.6,6.0,Mid (6-15 yrs)
PHY100712,Advocates (High Adopters),Internal Medicine,South,2 - Standard,Not adopted,7.4,0,86.0,6.0,80.0,5,High (4+/qtr),56.4,Medium,53.1,65.9,65.0,Medium ($50-100),30.6,18.0,Senior (16+ yrs)
PHY100713,Advocates (High Adopters),Internal Medicine,South,2 - Standard,Not adopted,16.5,0,226.0,37.0,189.0,4,High (4+/qtr),54.3,Medium,40.6,27.1,48.0,Low ($0-50),19.8,20.0,Senior (16+ yrs)
PHY100714,Advocates (High Adopters),Primary Care,West,1 - Preferred (low copay),Adopted,38.2,1,256.0,98.0,158.0,4,High (4+/qtr),52.2,Medium,67.4,13.1,62.0,Medium ($50-100),18.8,15.0,Mid (6-15 yrs)
PHY100715,Advocates (High Adopters),Cardiology,Midwest,2 - Standard,Adopted,23.3,1,129.0,30.0,99.0,7,High (4+/qtr),37.3,Medium,11.3,58.7,41.0,Low ($0-50),44.0,1.0,Early (0-5 yrs)
PHY100716,Access-Constrained,Primary Care,Northeast,2 - Standard,Not adopted,11.5,0,179.0,21.0,158.0,1,Low (0-1/qtr),57.2,Medium,51.5,29.9,77.0,Medium ($50-100),21.2,5.0,Early (0-5 yrs)
PHY100717,Access-Constrained,Cardiology,West,2 - Standard,Not adopted,23.1,0,76.0,18.0,58.0,4,High (4+/qtr),94.6,High,32.4,48.7,72.0,Medium ($50-100),42.8,27.0,Senior (16+ yrs)
PHY100718,"White Space (High Potential, Under-Engaged)",Primary Care,Northeast,1 - Preferred (low copay),Not adopted,20.5,0,104.0,21.0,83.0,0,Low (0-1/qtr),76.6,High,41.8,52.4,72.0,Medium ($50-100),18.5,10.0,Mid (6-15 yrs)
PHY100719,Access-Constrained,Internal Medicine,Northeast,2 - Standard,Not adopted,3.7,0,243.0,9.0,234.0,2,Medium (2-3/qtr),56.7,Medium,56.1,55.0,135.0,High ($100+),42.4,1.0,Early (0-5 yrs)
PHY100720,"White Space (High Potential, Under-Engaged)",Primary Care,Midwest,1 - Preferred (low copay),Not adopted,28.2,0,152.0,43.0,109.0,2,Medium (2-3/qtr),68.8,High,27.7,68.8,11.0,Low ($0-50),30.7,23.0,Senior (16+ yrs)
PHY100721,Access-Constrained,Primary Care,South,1 - Preferred (low copay),Not adopted,3.9,0,113.0,4.0,109.0,3,Medium (2-3/qtr),30.9,Low,53.3,66.6,117.0,High ($100+),59.1,14.0,Mid (6-15 yrs)
PHY100722,Advocates (High Adopters),Cardiology,West,2 - Standard,Not adopted,10.0,0,194.0,19.0,175.0,4,High (4+/qtr),44.3,Medium,45.8,53.9,79.0,Medium ($50-100),42.9,22.0,Senior (16+ yrs)
PHY100723,"White Space (High Potential, Under-Engaged)",Internal Medicine,South,1 - Preferred (low copay),Not adopted,13.6,0,149.0,20.0,129.0,2,Medium (2-3/qtr),70.9,High,36.8,41.2,69.0,Medium ($50-100),56.5,16.0,Senior (16+ yrs)
PHY100724,"White Space (High Potential, Under-Engaged)",Cardiology,South,1 - Preferred (low copay),Adopted,14.7,1,152.0,22.0,130.0,4,High (4+/qtr),82.7,High,40.6,52.2,25.0,Low ($0-50),26.7,17.0,Senior (16+ yrs)
PHY100725,Access-Constrained,Cardiology,Northeast,2 - Standard,Not adopted,5.3,0,224.0,12.0,212.0,1,Low (0-1/qtr),33.0,Low,46.9,38.1,110.0,High ($100+),38.8,17.0,Senior (16+ yrs)
PHY100726,Access-Constrained,Endocrinology,Midwest,2 - Standard,Not adopted,2.7,0,110.0,3.0,107.0,4,High (4+/qtr),39.4,Medium,34.6,46.1,86.0,Medium ($50-100),23.3,19.0,Senior (16+ yrs)
PHY100727,Access-Constrained,Cardiology,South,3 - Restricted (high copay),Not adopted,1.3,0,126.0,2.0,124.0,1,Low (0-1/qtr),98.0,High,50.1,100.0,108.0,High ($100+),31.8,30.0,Senior (16+ yrs)
PHY100728,Access-Constrained,Primary Care,Northeast,3 - Restricted (high copay),Not adopted,3.1,0,189.0,6.0,183.0,3,Medium (2-3/qtr),52.1,Medium,44.4,53.6,62.0,Medium ($50-100),34.1,21.0,Senior (16+ yrs)
PHY100729,Access-Constrained,Primary Care,Midwest,2 - Standard,Not adopted,3.6,0,238.0,9.0,229.0,2,Medium (2-3/qtr),90.1,High,37.8,59.0,87.0,Medium ($50-100),27.1,3.0,Early (0-5 yrs)
PHY100730,Access-Constrained,Endocrinology,Midwest,3 - Restricted (high copay),Not adopted,11.5,0,254.0,29.0,225.0,3,Medium (2-3/qtr),54.6,Medium,81.8,35.9,131.0,High ($100+),19.8,17.0,Senior (16+ yrs)
PHY100731,Access-Constrained,Cardiology,Northeast,3 - Restricted (high copay),Not adopted,6.9,0,140.0,10.0,130.0,4,High (4+/qtr),55.4,Medium,58.3,70.4,104.0,High ($100+),16.8,22.0,Senior (16+ yrs)
PHY100732,Advocates (High Adopters),Cardiology,South,2 - Standard,Not adopted,10.4,0,236.0,25.0,211.0,6,High (4+/qtr),43.3,Medium,42.3,65.2,114.0,High ($100+),5.0,22.0,Senior (16+ yrs)
PHY100733,Access-Constrained,Endocrinology,South,2 - Standard,Not adopted,8.9,0,133.0,12.0,121.0,5,High (4+/qtr),70.7,High,52.9,65.3,113.0,High ($100+),22.2,11.0,Mid (6-15 yrs)
PHY100734,"White Space (High Potential, Under-Engaged)",Cardiology,Northeast,1 - Preferred (low copay),Not adopted,23.5,0,290.0,68.0,222.0,4,High (4+/qtr),79.9,High,29.5,54.3,44.0,Low ($0-50),47.4,22.0,Senior (16+ yrs)
PHY100735,Access-Constrained,Primary Care,South,2 - Standard,Not adopted,0.6,0,112.0,1.0,111.0,0,Low (0-1/qtr),27.2,Low,41.3,70.7,125.0,High ($100+),14.0,20.0,Senior (16+ yrs)
PHY100736,Advocates (High Adopters),Cardiology,West,2 - Standard,Not adopted,5.3,0,260.0,14.0,246.0,4,High (4+/qtr),42.2,Medium,43.6,75.4,86.0,Medium ($50-100),17.5,32.0,Senior (16+ yrs)
PHY100737,"White Space (High Potential, Under-Engaged)",Endocrinology,South,1 - Preferred (low copay),Not adopted,5.4,0,141.0,8.0,133.0,2,Medium (2-3/qtr),70.1,High,25.1,55.7,61.0,Medium ($50-100),64.9,9.0,Mid (6-15 yrs)
PHY100738,Advocates (High Adopters),Endocrinology,West,1 - Preferred (low copay),Adopted,19.7,1,301.0,59.0,242.0,4,High (4+/qtr),47.1,Medium,57.7,47.7,62.0,Medium ($50-100),28.5,10.0,Mid (6-15 yrs)
PHY100739,Access-Constrained,Primary Care,Midwest,3 - Restricted (high copay),Not adopted,1.1,0,215.0,2.0,213.0,1,Low (0-1/qtr),39.1,Medium,39.9,67.9,112.0,High ($100+),42.8,12.0,Mid (6-15 yrs)
PHY100740,"White Space (High Potential, Under-Engaged)",Cardiology,West,2 - Standard,Not adopted,41.8,0,119.0,50.0,69.0,4,High (4+/qtr),72.2,High,42.9,31.9,19.0,Low ($0-50),47.6,11.0,Mid (6-15 yrs)
PHY100741,"White Space (High Potential, Under-Engaged)",Cardiology,Midwest,1 - Preferred (low copay),Adopted,20.5,1,149.0,31.0,118.0,3,Medium (2-3/qtr),74.3,High,38.6,35.6,55.0,Medium ($50-100),47.9,8.0,Mid (6-15 yrs)
PHY100742,"White Space (High Potential, Under-Engaged)",Internal Medicine,Midwest,1 - Preferred (low copay),Not adopted,26.1,0,227.0,59.0,168.0,2,Medium (2-3/qtr),40.1,Medium,100.0,48.9,26.0,Low ($0-50),15.2,1.0,Early (0-5 yrs)
PHY100743,Advocates (High Adopters),Cardiology,Northeast,2 - Standard,Not adopted,7.0,0,243.0,17.0,226.0,6,High (4+/qtr),54.7,Medium,36.7,15.2,126.0,High ($100+),34.5,11.0,Mid (6-15 yrs)
PHY100744,Access-Constrained,Primary Care,South,3 - Restricted (high copay),Not adopted,0.2,0,176.0,0.0,176.0,2,Medium (2-3/qtr),23.4,Low,8.6,66.6,150.0,High ($100+),13.7,17.0,Senior (16+ yrs)
PHY100745,Access-Constrained,Primary Care,Midwest,3 - Restricted (high copay),Not adopted,0.3,0,183.0,1.0,182.0,4,High (4+/qtr),30.3,Low,18.0,30.7,131.0,High ($100+),74.7,11.0,Mid (6-15 yrs)
PHY100746,Access-Constrained,Endocrinology,Midwest,2 - Standard,Not adopted,17.1,0,226.0,39.0,187.0,3,Medium (2-3/qtr),52.7,Medium,65.2,40.6,79.0,Medium ($50-100),14.1,28.0,Senior (16+ yrs)
PHY100747,"White Space (High Potential, Under-Engaged)",Primary Care,South,1 - Preferred (low copay),Not adopted,31.8,0,188.0,60.0,128.0,3,Medium (2-3/qtr),50.7,Medium,76.7,45.7,35.0,Low ($0-50),22.3,14.0,Mid (6-15 yrs)
PHY100748,"White Space (High Potential, Under-Engaged)",Primary Care,Midwest,1 - Preferred (low copay),Not adopted,2.4,0,102.0,2.0,100.0,1,Low (0-1/qtr),28.7,Low,36.4,50.8,44.0,Low ($0-50),22.4,23.0,Senior (16+ yrs)
PHY100749,Access-Constrained,Internal Medicine,Midwest,2 - Standard,Not adopted,7.1,0,131.0,9.0,122.0,3,Medium (2-3/qtr),34.2,Medium,75.6,43.1,134.0,High ($100+),15.6,16.0,Senior (16+ yrs)
PHY100750,Access-Constrained,Endocrinology,Northeast,3 - Restricted (high copay),Adopted,3.6,1,194.0,7.0,187.0,5,High (4+/qtr),26.6,Low,64.8,48.7,93.0,Medium ($50-100),58.3,20.0,Senior (16+ yrs)
PHY100751,"White Space (High Potential, Under-Engaged)",Endocrinology,Midwest,2 - Standard,Not adopted,17.0,0,253.0,43.0,210.0,3,Medium (2-3/qtr),60.0,Medium,46.2,48.8,26.0,Low ($0-50),74.3,16.0,Senior (16+ yrs)
PHY100752,Access-Constrained,Endocrinology,Midwest,2 - Standard,Not adopted,1.5,0,277.0,4.0,273.0,3,Medium (2-3/qtr),6.7,Low,44.8,41.1,111.0,High ($100+),30.9,24.0,Senior (16+ yrs)
PHY100753,Access-Constrained,Primary Care,Midwest,2 - Standard,Not adopted,2.4,0,227.0,5.0,222.0,4,High (4+/qtr),27.7,Low,53.6,34.5,123.0,High ($100+),18.2,14.0,Mid (6-15 yrs)
PHY100754,Access-Constrained,Primary Care,Northeast,2 - Standard,Not adopted,1.0,0,197.0,2.0,195.0,3,Medium (2-3/qtr),9.0,Low,67.5,71.6,126.0,High ($100+),5.0,17.0,Senior (16+ yrs)
PHY100755,Access-Constrained,Endocrinology,South,2 - Standard,Not adopted,12.2,0,225.0,27.0,198.0,4,High (4+/qtr),59.2,Medium,57.9,7.9,111.0,High ($100+),34.3,17.0,Senior (16+ yrs)
PHY100756,Access-Constrained,Endocrinology,West,2 - Standard,Not adopted,1.7,0,140.0,2.0,138.0,1,Low (0-1/qtr),10.3,Low,36.5,45.9,115.0,High ($100+),33.3,12.0,Mid (6-15 yrs)
PHY100757,Access-Constrained,Internal Medicine,South,2 - Standard,Not adopted,5.3,0,171.0,9.0,162.0,1,Low (0-1/qtr),50.7,Medium,46.5,40.6,86.0,Medium ($50-100),28.2,17.0,Senior (16+ yrs)
PHY100758,"White Space (High Potential, Under-Engaged)",Cardiology,South,2 - Standard,Not adopted,40.6,0,131.0,53.0,78.0,2,Medium (2-3/qtr),86.1,High,89.6,58.4,33.0,Low ($0-50),41.3,30.0,Senior (16+ yrs)
PHY100759,Access-Constrained,Primary Care,West,3 - Restricted (high copay),Not adopted,26.5,0,105.0,28.0,77.0,5,High (4+/qtr),86.8,High,55.0,20.9,111.0,High ($100+),43.9,12.0,Mid (6-15 yrs)
PHY100760,Access-Constrained,Primary Care,West,2 - Standard,Not adopted,4.1,0,200.0,8.0,192.0,2,Medium (2-3/qtr),10.3,Low,67.4,40.0,101.0,High ($100+),42.8,17.0,Senior (16+ yrs)
PHY100761,"White Space (High Potential, Under-Engaged)",Cardiology,South,1 - Preferred (low copay),Not adopted,13.9,0,191.0,27.0,164.0,3,Medium (2-3/qtr),56.6,Medium,60.8,48.0,57.0,Medium ($50-100),33.3,23.0,Senior (16+ yrs)
PHY100762,"White Space (High Potential, Under-Engaged)",Cardiology,West,1 - Preferred (low copay),Not adopted,14.5,0,221.0,32.0,189.0,2,Medium (2-3/qtr),28.2,Low,55.5,71.4,55.0,Medium ($50-100),21.5,22.0,Senior (16+ yrs)
PHY100763,Access-Constrained,Cardiology,West,2 - Standard,Not adopted,4.2,0,213.0,9.0,204.0,1,Low (0-1/qtr),23.8,Low,52.2,56.6,61.0,Medium ($50-100),48.0,14.0,Mid (6-15 yrs)
PHY100764,Advocates (High Adopters),Internal Medicine,West,2 - Standard,Adopted,14.1,1,195.0,27.0,168.0,3,Medium (2-3/qtr),47.5,Medium,67.9,26.3,60.0,Medium ($50-100),38.2,1.0,Early (0-5 yrs)
PHY100765,Access-Constrained,Cardiology,South,2 - Standard,Not adopted,11.1,0,213.0,24.0,189.0,0,Low (0-1/qtr),77.0,High,64.4,40.3,131.0,High ($100+),51.3,18.0,Senior (16+ yrs)
PHY100766,Access-Constrained,Cardiology,Northeast,2 - Standard,Not adopted,1.5,0,177.0,3.0,174.0,1,Low (0-1/qtr),63.2,Medium,55.3,67.7,132.0,High ($100+),49.9,1.0,Early (0-5 yrs)
PHY100767,"White Space (High Potential, Under-Engaged)",Cardiology,Northeast,1 - Preferred (low copay),Not adopted,37.5,0,205.0,77.0,128.0,2,Medium (2-3/qtr),34.3,Medium,36.1,26.0,60.0,Medium ($50-100),16.7,24.0,Senior (16+ yrs)
PHY100768,Access-Constrained,Cardiology,South,2 - Standard,Not adopted,15.5,0,136.0,21.0,115.0,4,High (4+/qtr),65.5,Medium,57.7,48.4,92.0,Medium ($50-100),16.5,15.0,Mid (6-15 yrs)
PHY100769,Access-Constrained,Primary Care,South,2 - Standard,Not adopted,1.2,0,202.0,2.0,200.0,2,Medium (2-3/qtr),0.6,Low,48.7,49.8,60.0,Medium ($50-100),26.7,21.0,Senior (16+ yrs)
PHY100770,Access-Constrained,Endocrinology,Midwest,2 - Standard,Not adopted,4.4,0,220.0,10.0,210.0,2,Medium (2-3/qtr),33.4,Medium,43.8,42.3,101.0,High ($100+),22.2,8.0,Mid (6-15 yrs)
PHY100771,Access-Constrained,Primary Care,South,2 - Standard,Not adopted,1.2,0,140.0,2.0,138.0,4,High (4+/qtr),31.9,Low,100.0,100.0,129.0,High ($100+),49.3,3.0,Early (0-5 yrs)
PHY100772,"White Space (High Potential, Under-Engaged)",Primary Care,South,1 - Preferred (low copay),Not adopted,7.6,0,183.0,14.0,169.0,2,Medium (2-3/qtr),51.7,Medium,19.2,41.7,22.0,Low ($0-50),43.3,16.0,Senior (16+ yrs)
PHY100773,Access-Constrained,Internal Medicine,West,2 - Standard,Not adopted,3.7,0,143.0,5.0,138.0,1,Low (0-1/qtr),45.5,Medium,69.2,59.0,97.0,Medium ($50-100),54.5,14.0,Mid (6-15 yrs)
PHY100774,Access-Constrained,Cardiology,Northeast,3 - Restricted (high copay),Not adopted,1.3,0,148.0,2.0,146.0,5,High (4+/qtr),46.9,Medium,32.7,34.7,123.0,High ($100+),43.9,11.0,Mid (6-15 yrs)
PHY100775,Access-Constrained,Internal Medicine,Northeast,3 - Restricted (high copay),Not adopted,3.6,0,113.0,4.0,109.0,4,High (4+/qtr),46.2,Medium,52.6,60.6,123.0,High ($100+),41.1,15.0,Mid (6-15 yrs)
PHY100776,Access-Constrained,Primary Care,West,2 - Standard,Not adopted,12.9,0,256.0,33.0,223.0,3,Medium (2-3/qtr),50.5,Medium,100.0,67.4,126.0,High ($100+),56.0,33.0,Senior (16+ yrs)
PHY100777,Advocates (High Adopters),Cardiology,West,1 - Preferred (low copay),Not adopted,10.9,0,244.0,27.0,217.0,4,High (4+/qtr),61.9,Medium,30.8,38.2,111.0,High ($100+),45.0,20.0,Senior (16+ yrs)
PHY100778,Advocates (High Adopters),Primary Care,West,2 - Standard,Not adopted,6.5,0,212.0,14.0,198.0,5,High (4+/qtr),53.3,Medium,35.5,48.9,79.0,Medium ($50-100),39.0,21.0,Senior (16+ yrs)
PHY100779,Access-Constrained,Internal Medicine,West,2 - Standard,Not adopted,5.6,0,298.0,17.0,281.0,2,Medium (2-3/qtr),43.7,Medium,49.6,32.1,102.0,High ($100+),60.2,20.0,Senior (16+ yrs)
PHY100780,Access-Constrained,Endocrinology,West,2 - Standard,Not adopted,4.8,0,169.0,8.0,161.0,1,Low (0-1/qtr),58.8,Medium,33.1,27.1,87.0,Medium ($50-100),39.7,24.0,Senior (16+ yrs)
PHY100781,Access-Constrained,Internal Medicine,Midwest,3 - Restricted (high copay),Not adopted,3.0,0,362.0,11.0,351.0,3,Medium (2-3/qtr),68.2,High,67.7,70.7,94.0,Medium ($50-100),33.4,13.0,Mid (6-15 yrs)
PHY100782,"White Space (High Potential, Under-Engaged)",Primary Care,Midwest,1 - Preferred (low copay),Not adopted,4.7,0,166.0,8.0,158.0,2,Medium (2-3/qtr),37.8,Medium,39.3,38.9,67.0,Medium ($50-100),25.4,1.0,Early (0-5 yrs)
PHY100783,"White Space (High Potential, Under-Engaged)",Primary Care,Midwest,1 - Preferred (low copay),Adopted,18.8,1,195.0,37.0,158.0,1,Low (0-1/qtr),48.7,Medium,63.1,1.7,77.0,Medium ($50-100),48.5,13.0,Mid (6-15 yrs)
PHY100784,"White Space (High Potential, Under-Engaged)",Internal Medicine,South,1 - Preferred (low copay),Not adopted,5.4,0,156.0,8.0,148.0,2,Medium (2-3/qtr),75.6,High,23.4,85.3,65.0,Medium ($50-100),56.6,20.0,Senior (16+ yrs)
PHY100785,Advocates (High Adopters),Endocrinology,West,1 - Preferred (low copay),Not adopted,9.2,0,202.0,19.0,183.0,4,High (4+/qtr),25.7,Low,13.9,34.0,38.0,Low ($0-50),37.2,7.0,Mid (6-15 yrs)
PHY100786,Access-Constrained,Internal Medicine,Midwest,3 - Restricted (high copay),Not adopted,10.5,0,230.0,24.0,206.0,5,High (4+/qtr),89.7,High,45.4,45.1,98.0,Medium ($50-100),57.6,13.0,Mid (6-15 yrs)
PHY100787,Access-Constrained,Endocrinology,South,2 - Standard,Not adopted,0.7,0,173.0,1.0,172.0,2,Medium (2-3/qtr),20.5,Low,18.6,82.8,74.0,Medium ($50-100),8.4,9.0,Mid (6-15 yrs)
PHY100788,"White Space (High Potential, Under-Engaged)",Primary Care,Midwest,1 - Preferred (low copay),Not adopted,25.9,0,287.0,74.0,213.0,3,Medium (2-3/qtr),42.4,Medium,80.4,47.2,39.0,Low ($0-50),37.2,25.0,Senior (16+ yrs)
PHY100789,Access-Constrained,Primary Care,Northeast,2 - Standard,Not adopted,1.3,0,194.0,3.0,191.0,2,Medium (2-3/qtr),29.1,Low,19.4,46.7,93.0,Medium ($50-100),37.4,19.0,Senior (16+ yrs)
PHY100790,Access-Constrained,Cardiology,Northeast,2 - Standard,Not adopted,60.2,0,196.0,118.0,78.0,4,High (4+/qtr),98.1,High,29.2,25.4,95.0,Medium ($50-100),27.1,19.0,Senior (16+ yrs)
PHY100791,Access-Constrained,Primary Care,Northeast,2 - Standard,Not adopted,3.1,0,125.0,4.0,121.0,2,Medium (2-3/qtr),38.9,Medium,58.3,17.3,109.0,High ($100+),73.8,18.0,Senior (16+ yrs)
